,No_discs,Shannon,Distance,Nb
56,2,9.451368271539412,0.6303104969928709,49842
57,2,9.448988676374102,0.6333023350944686,49627
58,2,9.475395414881238,0.6285121316072713,49697
59,2,9.466372400764788,0.632829864319802,49702
60,2,9.442054620173936,0.6332562303437232,49689
61,2,9.453939511383663,0.6276980640414526,49910
62,2,9.464711372741519,0.6305902385343408,49786
63,2,9.454962047034524,0.6344325377170769,49940
64,2,9.476362443848016,0.6320510867377315,49581
65,2,9.421739882363402,0.6336728816954,49631
66,2,9.47083092236266,0.6310301210795963,49847
67,2,9.471424592210058,0.6294219305763746,49601
68,2,9.446471630562927,0.6294182437094858,50074
69,2,9.460239205429694,0.6309947745369311,49786
70,2,9.43566122428784,0.6310923084180569,49644
71,2,9.47319019634908,0.631502258746041,49734
72,2,9.463913390018298,0.631656679666843,49943
73,2,9.476362443848016,0.6320510867377315,49581
74,2,9.460173015618116,0.6307542622419078,49670
